Video_ID,Upload_Date,Length_Minutes,Views,Ads_Revenue,Sponsorship_Revenue,Donations,Total_Revenue
4130,2022-08-17,4.2,3222,857.13,36.47,6.66,900.26
4131,2020-08-24,9.8,18529,37.52,185.18,-5.0,217.7
4132,2019-04-13,7.4,6129,-25.0,62.6,86.55,124.16
4133,2021-09-14,11.0,14199,49.39,28.56,-5.0,72.95
4134,2022-06-27,7.3,2220,-7.47,163.7,-1.13,155.1
4135,2023-01-16,14.9,4220,226.29,-15.0,116.65,327.94
4136,2020-06-03,5.9,13137,-25.0,277.43,12.16,264.59
4137,2022-03-22,6.1,2937,124.33,27.56,-5.0,146.89
4138,2021-05-08,5.6,413,24.12,3.19,-2.78,24.52
4139,2019-06-23,15.1,19293,83.1,5.71,-5.0,83.82
4140,2022-09-28,4.9,83,503.65,18.01,-5.0,516.67
4141,2023-08-21,12.4,1000000,44.3,701.36,-1.26,744.4
4142,2021-10-01,1.0,158329,1.89,46.39,-5.0,43.28
4143,2020-03-06,7.9,9756,-19.04,115.58,-5.0,91.54
4144,2020-12-27,5.5,4065,-17.54,-15.0,6.59,-25.95
4145,2023-09-09,8.8,72974,-25.0,-0.98,19.36,-6.62
4146,2023-09-07,12.4,7387,-25.0,2.83,-5.0,-27.17
4147,2021-04-29,5.7,34226,-25.0,2.54,11.11,-11.35
4148,2023-08-09,7.9,5015,12.0,254.98,18.14,285.13
4149,2022-09-09,8.1,2721,1.26,10.11,39.8,51.17
4150,2021-09-16,9.1,7092,21.09,51.2,17.26,89.54
4151,2023-08-24,5.7,2803,-25.0,120.85,-1.53,94.32
4152,2020-09-30,7.7,23898,31.07,416.31,2.74,450.13
4153,2020-02-24,5.3,78272,-25.0,19.81,6.1,0.91
4154,2020-08-16,10.8,7257,14.19,-15.0,20.98,20.17
4155,2020-04-29,8.6,5152,-13.42,3.04,5.5,-4.89
4156,2023-08-10,6.8,279,22.76,19.8,6.14,48.7
4157,2023-11-10,5.9,2555,-25.0,-13.63,41.4,2.77
4158,2020-02-16,7.9,18540,189.57,161.17,-5.0,345.74
4159,2021-07-24,7.5,39088,-25.0,-15.0,-5.0,-45.0
4160,2022-01-12,11.5,2574,-25.0,-15.0,9.37,-30.63
4161,2022-02-10,6.8,981,57.08,19.05,-3.43,72.71
4162,2023-10-27,5.3,7632,-25.0,-15.0,-5.0,-45.0
4163,2019-11-28,7.6,2140,-5.45,-7.29,-0.73,-13.47
4164,2022-11-02,3.2,887,153.98,35.62,-5.0,184.6
4165,2023-11-14,10.6,5567,-25.0,-7.79,-3.56,-36.35
4166,2020-10-16,12.2,25854,-3.37,-15.0,-0.52,-18.9
4167,2019-02-10,13.1,4265,7.22,-0.16,5.1,12.16
4168,2023-11-29,1.5,13809,-25.0,-15.0,-5.0,-45.0
4169,2021-08-16,6.8,3576,84.36,-15.0,28.6,97.96
4170,2023-12-26,10.4,6940,19.52,51.76,-5.0,66.28
4171,2019-04-15,8.8,1602,24.52,129.58,-2.45,151.66
4172,2019-07-21,5.5,8622,114.87,-15.0,12.21,112.07
4173,2020-03-25,8.7,29171,-25.0,112.05,32.21,119.26
4174,2022-07-13,9.7,2628,-25.0,-15.0,-5.0,-45.0
4175,2021-06-28,7.5,3658,-25.0,-7.04,2.78,-29.26
4176,2019-07-29,6.1,2341,-25.0,-15.0,6.91,-33.09
4177,2020-07-16,5.1,15702,37.9,58.36,9.31,105.56
4178,2022-02-15,10.4,10475,-25.0,2.85,250.0,227.85
4179,2020-12-13,11.2,2992,-25.0,58.28,9.3,42.58
4180,2022-11-01,13.4,229398,-25.0,-15.0,-5.0,-45.0
4181,2023-04-24,8.8,3752,-25.0,113.77,113.49,202.25
4182,2023-04-13,6.7,3485,-5.67,38.83,-3.06,30.1
4183,2021-02-09,4.4,1327,12.88,18.93,-5.0,26.8
4184,2022-01-12,7.3,6791,-25.0,-15.0,17.73,-22.27
4185,2020-03-29,8.4,4469,16.53,99.79,71.95,188.26
4186,2020-10-28,8.6,2789,-25.0,43.2,19.6,37.8
4187,2020-09-20,6.8,726,37.74,-15.0,-0.41,22.34
4188,2023-03-18,13.1,2442,1.08,36.82,1.95,39.84
4189,2023-06-17,12.0,111077,40.7,-15.0,-5.0,20.7
4190,2023-08-29,12.1,1380,-25.0,-11.89,2.69,-34.2
4191,2020-01-22,7.1,4448,-25.0,-15.0,2.31,-37.69
4192,2022-10-05,8.8,7693,37.92,-15.0,7.18,30.1
4193,2019-10-23,6.5,4193,225.98,-15.0,4.46,215.44
4194,2019-09-15,7.4,9890,-25.0,-15.0,-5.0,-45.0
4195,2022-01-09,11.8,3513,-8.23,-11.0,-5.0,-24.23
4196,2019-09-25,5.4,17540,12.13,15.66,-5.0,22.79
4197,2020-02-23,8.0,3402,68.67,4.21,-0.75,72.14
4198,2019-08-23,7.5,6593,141.73,42.21,-5.0,178.94
4199,2022-08-27,6.8,5427,-4.64,-15.0,241.48,221.85
4200,2021-09-12,10.3,9339,-25.0,-15.0,-0.14,-40.14
4201,2022-10-12,7.7,3659,-0.77,-15.0,-5.0,-20.77
4202,2022-05-21,8.1,13709,5.02,-15.0,33.76,23.79
4203,2020-07-27,11.1,7578,-25.0,-15.0,-5.0,-45.0
4204,2019-02-18,8.5,3796,3.71,-13.65,22.42,12.48
4205,2022-02-24,13.2,212812,344.29,-15.0,-3.39,325.9
4206,2019-08-11,4.1,1479,-10.07,3.55,15.38,8.86
4207,2021-07-09,12.1,2649,78.85,7.19,-0.14,85.9
4208,2022-07-26,10.4,6658,193.28,-15.0,4.27,182.55
4209,2022-12-02,10.2,4310,114.24,-15.0,10.89,110.13
4210,2023-03-09,5.5,10,-25.0,-15.0,-3.71,-43.71
4211,2022-08-10,9.6,4489,49.81,-15.0,37.38,72.19
4212,2023-12-25,3.7,15719,-25.0,134.26,-5.0,104.26
4213,2019-10-04,9.5,13287,-15.85,156.64,3.08,143.87
4214,2023-01-01,5.9,6407,48.92,62.67,8.79,120.38
4215,2022-02-04,10.8,4978,89.14,-6.65,6.2,88.7
4216,2023-08-09,4.1,3638,-25.0,-1.64,-1.3,-27.93
4217,2020-02-24,6.6,6842,152.86,30.56,-5.0,178.42
4218,2020-09-02,6.3,5088,65.27,-15.0,21.98,72.25
4219,2022-12-23,8.6,7920,-25.0,151.0,-5.0,121.0
4220,2020-01-10,7.2,143,310.57,-15.0,48.83,344.4
4221,2019-03-14,9.2,12049,33.18,-12.81,13.05,33.41
4222,2023-07-16,5.5,16697,-25.0,-15.0,-0.33,-40.33
4223,2021-11-19,12.6,616,103.66,750.0,27.46,881.12
4224,2022-04-26,10.0,7883,-25.0,88.02,2.19,65.21
4225,2022-10-19,5.1,1445,-25.0,-15.0,12.45,-27.55
4226,2023-12-29,12.3,3067,60.97,134.71,6.25,201.93
4227,2023-01-14,8.0,234,-4.53,-15.0,-2.38,-21.91
4228,2019-07-14,10.0,4210,45.58,11.35,4.87,61.8
4229,2022-03-25,7.8,26242,-25.0,-8.27,8.5,-24.77
4230,2022-04-10,9.0,8726,36.46,-6.99,3.81,33.28
4231,2021-04-26,15.5,97,28.64,11.64,14.5,54.78
4232,2021-11-30,10.4,408,-25.0,182.74,-5.0,152.74
4233,2021-12-22,13.7,3662,-25.0,-15.0,-5.0,-45.0
4234,2019-01-23,10.2,7158,-6.31,7.02,32.48,33.19
4235,2019-12-26,7.1,1011,-25.0,-1.23,16.29,-9.94
4236,2022-01-03,7.5,11667,65.73,64.4,2.55,132.68
4237,2020-07-13,8.8,21061,-25.0,-15.0,-3.06,-43.06
4238,2020-11-02,3.9,6556,-25.0,-15.0,28.37,-11.63
4239,2022-02-15,7.8,1084,130.92,86.1,-4.85,212.18
4240,2023-06-24,11.5,3992,-19.16,-15.0,22.48,-11.68
4241,2022-11-04,11.5,971,-25.0,-10.62,1.99,-33.63
4242,2020-11-09,5.3,5226,-20.22,-15.0,-3.85,-39.07
4243,2022-08-06,11.6,2650,-25.0,169.31,8.34,152.65
4244,2020-03-15,6.8,6100,-25.0,9.56,-3.93,-19.37
4245,2023-08-19,1.0,213530,66.51,168.62,-5.0,230.13
4246,2021-07-21,6.1,3749,-25.0,-3.92,-4.06,-32.98
4247,2019-01-07,10.5,1006,-24.87,-2.37,-5.0,-32.24
4248,2022-05-04,6.1,2219,-0.64,24.09,15.42,38.88
4249,2020-02-25,8.7,3995,-25.0,-15.0,-4.28,-44.28
4250,2023-05-11,6.7,3028,96.66,371.74,-5.0,463.4
4251,2021-04-12,7.2,7447,-25.0,-15.0,18.5,-21.5
4252,2022-05-01,10.6,15149,23.45,-15.0,-0.09,8.35
4253,2020-07-12,14.5,24826,253.33,-15.0,-5.0,233.33
4254,2022-03-17,6.7,4835,113.4,31.99,-5.0,140.39
4255,2023-12-16,5.6,297,-22.55,-13.97,-5.0,-41.52
4256,2023-08-20,9.3,3647,-25.0,-15.0,-5.0,-45.0
4257,2022-05-10,8.4,40250,15.87,22.92,1.02,39.81
4258,2023-01-07,10.2,6115,-25.0,-15.0,0.01,-39.99
4259,2021-07-02,13.1,3109,-25.0,11.44,-5.0,-18.56
4260,2022-12-13,11.6,11701,-25.0,-2.45,18.63,-8.82
4261,2022-12-21,6.9,281,85.55,12.2,3.82,101.57
4262,2021-10-03,9.4,9013,-24.56,35.42,14.25,25.12
4263,2023-02-11,8.2,4036,-12.58,0.44,40.85,28.71
4264,2023-02-07,8.3,58599,-25.0,371.49,-1.58,344.91
4265,2019-05-06,10.0,100485,-24.32,38.79,-5.0,9.46
4266,2020-01-30,6.2,45109,23.81,-15.0,-5.0,3.81
4267,2021-03-27,16.2,15845,17.68,-15.0,-3.73,-1.05
4268,2021-05-30,8.5,8492,30.88,-15.0,238.5,254.37
4269,2020-07-29,8.4,24441,-25.0,25.79,-5.0,-4.21
4270,2019-11-21,8.7,3578,-21.02,-15.0,250.0,213.98
4271,2022-11-16,11.9,7902,-24.37,2.51,6.28,-15.58
4272,2021-07-18,5.4,6569,7.66,-4.14,-5.0,-1.49
4273,2023-09-08,8.2,8636,-16.46,-15.0,20.1,-11.36
4274,2023-07-10,3.7,11889,-25.0,29.0,-5.0,-1.0
4275,2023-01-03,6.4,29098,-25.0,29.4,0.16,4.56
4276,2022-05-12,9.7,16244,-25.0,-15.0,-0.71,-40.71
4277,2023-02-18,6.3,6735,-25.0,-15.0,-5.0,-45.0
4278,2021-04-12,8.2,4522,-6.68,0.74,-5.0,-10.94
4279,2021-11-20,6.7,454,15.29,85.54,-2.43,98.4
4280,2022-11-12,11.0,8077,42.96,-15.0,16.52,44.48
4281,2023-07-07,4.5,8780,-25.0,5.27,-2.77,-22.5
4282,2022-12-28,5.5,1114,-25.0,24.25,-5.0,-5.75
4283,2021-04-16,5.6,2773,-25.0,-2.31,-4.74,-32.05
4284,2021-07-14,9.6,18227,14.97,-15.0,-5.0,-5.03
4285,2022-10-31,6.8,71057,3.96,1.33,-5.0,0.29
4286,2022-09-29,8.4,4357,-25.0,-15.0,-5.0,-45.0
4287,2020-03-18,12.0,6926,-25.0,71.29,250.0,296.29
4288,2023-05-22,7.1,20034,-25.0,263.44,-5.0,233.44
4289,2019-03-16,12.6,40037,32.06,-15.0,-3.21,13.85
4290,2020-07-10,1.6,244404,-25.0,-15.0,6.69,-33.31
4291,2023-12-01,4.3,10969,-6.3,-15.0,7.91,-13.39
4292,2023-08-17,7.2,68232,-25.0,-15.0,4.77,-35.23
4293,2022-03-24,3.7,2331,6.07,109.51,-5.0,110.58
4294,2022-12-24,10.3,1948,48.25,-15.0,-5.0,28.25
4295,2019-12-29,9.5,805,132.31,38.3,18.64,189.25
4296,2020-03-23,9.6,5492,48.33,750.0,-1.73,796.6
4297,2022-06-11,3.9,2743,-18.64,-15.0,-5.0,-38.64
4298,2023-05-06,7.4,1069,-24.25,56.47,-5.0,27.21
4299,2019-09-19,7.9,6341,-23.08,6.91,-5.0,-21.18
4300,2019-05-05,6.1,4970,6.15,20.98,-5.0,22.13
4301,2021-06-29,6.8,3380,-20.03,-15.0,-5.0,-40.03
4302,2019-09-02,6.4,624,117.9,29.33,-5.0,142.23
4303,2020-06-25,6.9,2746,-25.0,-15.0,4.02,-35.98
4304,2020-04-29,12.5,38507,306.12,-15.0,-5.0,286.12
4305,2019-05-02,4.0,4058,-25.0,-15.0,-5.0,-45.0
4306,2019-05-05,3.8,273328,-25.0,1.82,3.45,-19.73
4307,2023-04-22,15.1,3285,-25.0,-15.0,-5.0,-45.0
4308,2019-06-19,14.0,17924,-25.0,6.15,250.0,231.15
4309,2019-05-04,11.6,738,-25.0,-15.0,44.23,4.23
4310,2021-11-24,4.8,1685,-25.0,50.59,250.0,275.59
4311,2022-01-15,5.1,178,-25.0,-15.0,12.33,-27.67
4312,2020-10-07,5.6,1026,-25.0,-15.0,6.63,-33.37
4313,2023-09-28,8.2,9919,92.77,65.15,-5.0,152.92
4314,2021-02-24,9.4,8434,15.12,-15.0,-5.0,-4.88
4315,2019-07-20,4.1,3284,-25.0,-15.0,20.09,-19.91
4316,2020-01-04,6.9,5978,-25.0,-15.0,-1.01,-41.01
4317,2021-03-07,6.9,821,-10.31,-15.0,11.6,-13.71
4318,2019-03-18,7.0,193162,54.94,0.54,5.99,61.47
4319,2019-02-28,8.1,7093,-25.0,23.12,1.21,-0.67
4320,2020-03-06,8.5,1754,1052.78,438.75,10.38,1501.91
4321,2020-09-29,14.5,1163,4.33,-15.0,15.23,4.56
4322,2023-03-04,5.6,3300,19.89,-15.0,-5.0,-0.11
4323,2019-04-19,8.9,12133,15.96,24.09,-5.0,35.05
4324,2023-10-26,6.0,2720,-25.0,76.8,-2.75,49.05
4325,2021-10-04,14.4,7143,-25.0,-15.0,7.11,-32.89
4326,2022-07-25,7.2,210370,-25.0,-15.0,-5.0,-45.0
4327,2019-03-09,5.4,3160,13.19,18.85,27.15,59.2
4328,2021-12-28,5.4,936,9.72,-5.96,-3.38,0.38
4329,2022-04-03,7.3,5129,17.85,18.37,8.85,45.06
4330,2023-02-21,10.9,5877,18.79,-15.0,18.88,22.67
4331,2019-11-01,6.5,10632,336.53,-15.0,-2.7,318.83
4332,2020-11-04,9.1,7744,-25.0,206.99,0.72,182.71
4333,2019-12-31,9.5,2105,-17.99,56.9,-5.0,33.92
4334,2021-03-31,9.4,5295,-4.31,14.04,27.75,37.47
4335,2022-11-03,4.2,410,62.42,-15.0,58.62,106.04
4336,2019-12-09,9.3,927,474.93,73.44,7.44,555.81
4337,2021-08-04,7.7,10972,-2.41,152.52,0.08,150.19
4338,2021-06-17,12.1,21018,18.69,22.29,-2.44,38.54
4339,2023-04-27,8.6,5311,76.65,-9.05,4.47,72.07
4340,2022-10-09,8.2,65630,17.76,-15.0,-5.0,-2.24
4341,2022-12-10,10.8,938,4.3,41.17,-1.94,43.53
4342,2022-02-06,6.7,6788,-25.0,33.2,10.27,18.47
4343,2023-05-06,15.7,11198,-25.0,28.65,-5.0,-1.35
4344,2021-01-31,5.6,125,40.32,-15.0,15.55,40.87
4345,2023-03-01,7.2,6596,21.35,59.56,6.1,87.02
4346,2019-12-07,4.8,2222,-22.14,-15.0,10.97,-26.17
4347,2021-07-30,2.8,3124,-25.0,-15.0,1.04,-38.96
4348,2020-01-18,6.9,7353,-25.0,-5.1,36.19,6.09
4349,2021-09-30,7.2,6386,7.26,-15.0,-5.0,-12.74
4350,2023-04-06,5.9,7124,-25.0,-15.0,-5.0,-45.0
4351,2019-10-27,3.3,2474,29.36,236.92,6.83,273.11
4352,2019-05-19,12.1,4967,-1.13,-15.0,-5.0,-21.13
4353,2019-12-25,5.9,6259,11.99,-15.0,-5.0,-8.01
4354,2021-04-15,6.1,15598,-9.48,-15.0,-5.0,-29.48
4355,2023-03-03,9.3,10369,2.16,750.0,-5.0,747.16
4356,2022-11-09,7.7,52019,-25.0,0.23,44.68,19.91
4357,2023-06-16,5.5,53913,20.61,-15.0,2.32,7.94
4358,2022-07-27,8.8,8340,342.67,19.57,-5.0,357.24
4359,2023-07-19,8.8,35899,-25.0,61.21,-5.0,31.21
4360,2020-04-27,4.9,8954,-25.0,-15.0,-5.0,-45.0
4361,2021-06-27,10.0,5426,189.05,-5.08,16.69,200.66
4362,2022-02-08,6.5,3279,-25.0,-15.0,18.6,-21.4
4363,2021-05-15,12.3,116290,-11.71,16.62,-5.0,-0.09
4364,2019-05-19,11.7,3063,54.69,59.69,1.19,115.57
4365,2021-09-22,10.1,6640,19.23,83.42,-5.0,97.65
4366,2020-03-10,9.2,34299,-25.0,67.99,-5.0,37.99
4367,2020-05-23,6.1,10042,7.12,72.12,-2.56,76.68
4368,2019-09-30,3.6,2281,-25.0,-15.0,-5.0,-45.0
4369,2022-01-27,3.4,4741,28.82,-15.0,9.98,23.8
4370,2023-11-23,4.3,6822,-25.0,4.7,24.61,4.31
4371,2019-04-14,11.4,4269,94.75,516.33,-5.0,606.08
4372,2022-05-22,9.9,391,305.85,-15.0,8.43,299.28
4373,2023-11-20,8.0,3139,57.24,-15.0,-5.0,37.24
4374,2023-08-15,8.1,36687,403.2,132.58,10.38,546.16
4375,2021-01-31,8.4,3569,22.47,33.3,5.66,61.43
4376,2021-02-25,7.6,55625,-25.0,-15.0,10.99,-29.01
4377,2019-06-14,10.5,3204,-25.0,98.89,-5.0,68.89
4378,2021-09-25,10.3,37040,57.73,13.76,1.25,72.74
4379,2020-06-03,9.5,1288,58.18,-15.0,-5.0,38.18
4380,2022-07-31,6.1,21142,-25.0,-15.0,7.28,-32.72
4381,2020-05-31,6.3,36460,-8.09,34.13,-5.0,21.04
4382,2020-10-18,8.4,8799,-6.06,4.29,-5.0,-6.77
4383,2020-09-04,5.1,2614,-25.0,-15.0,11.77,-28.23
4384,2019-06-13,5.8,3273,-25.0,37.6,-5.0,7.6
4385,2023-08-10,5.2,3295,1.64,-15.0,10.75,-2.61
4386,2019-03-05,6.1,2072,-25.0,-12.19,2.42,-34.76
4387,2022-01-19,4.0,777,37.32,-9.77,36.91,64.45
4388,2022-02-14,6.5,9119,-25.0,-15.0,-4.61,-44.61
4389,2019-09-24,7.4,4116,1143.39,-15.0,3.29,1131.68
4390,2023-09-05,7.9,1434,1250.0,8.16,18.12,1276.28
4391,2023-05-02,5.5,6426,-12.99,-15.0,102.1,74.11
4392,2022-03-09,11.8,1720,120.03,140.97,-4.71,256.3
4393,2019-09-03,10.2,7312,-2.31,7.22,18.87,23.79
4394,2023-08-12,6.7,6191,434.47,231.36,-5.0,660.83
4395,2023-11-17,9.8,7537,-11.3,57.32,13.1,59.12
4396,2020-01-30,9.2,5497,8.53,8.09,-3.49,13.13
4397,2023-02-19,9.1,2973,226.72,-15.0,-5.0,206.72
4398,2020-04-20,9.9,2271,-12.56,2.79,-5.0,-14.77
4399,2023-03-21,7.7,6802,-11.27,24.62,19.93,33.28
4400,2021-09-03,7.5,22811,-25.0,-15.0,167.1,127.1
4401,2022-04-22,2.7,6749,259.76,117.21,13.83,390.81
4402,2021-11-09,10.3,4319,-17.24,369.18,1.24,353.19
4403,2020-07-11,9.6,2398,-25.0,112.26,-5.0,82.26
4404,2021-10-14,11.4,821,33.83,11.05,1.32,46.2
4405,2023-03-28,4.1,36588,6.26,31.15,-5.0,32.41
4406,2023-05-25,12.0,10682,39.34,0.39,15.64,55.37
4407,2023-04-02,12.5,8542,-19.07,-15.0,-5.0,-39.07
4408,2021-06-01,9.9,3342,-25.0,-4.05,-5.0,-34.05
4409,2019-05-27,9.1,3505,-25.0,97.71,27.06,99.78
4410,2020-10-27,8.1,6247,-25.0,-2.63,-5.0,-32.63
4411,2022-08-20,5.6,1212,-25.0,-14.27,8.58,-30.69
4412,2020-09-11,8.5,1892,1250.0,149.06,-5.0,1394.06
4413,2023-11-07,9.2,1003,1049.21,77.99,-5.0,1122.19
4414,2021-03-30,10.8,3155,-25.0,14.24,-5.0,-15.76
4415,2021-05-13,12.6,16272,-25.0,-15.0,-4.43,-44.43
4416,2020-08-04,8.3,56976,-25.0,750.0,-5.0,720.0
4417,2021-10-19,8.9,768,-20.43,-15.0,-5.0,-40.43
4418,2020-11-25,8.4,610,10.14,-15.0,12.96,8.1
4419,2023-11-21,13.5,151,83.64,27.04,6.2,116.88
4420,2022-06-05,7.1,134,62.59,8.0,219.7,290.3
4421,2022-01-30,2.7,23788,25.27,-15.0,3.57,13.84
4422,2023-05-30,7.0,19508,-25.0,-7.32,28.28,-4.04
4423,2022-12-11,10.6,10739,3.3,13.18,-2.89,13.59
4424,2022-05-24,2.9,2656,-21.15,-15.0,-3.76,-39.91
4425,2020-02-11,8.1,5502,-11.62,28.34,-5.0,11.72
4426,2020-02-03,4.0,8748,-3.13,-15.0,9.19,-8.95
4427,2020-12-15,9.1,3395,-15.32,-15.0,-5.0,-35.32
4428,2020-12-04,13.7,4884,-25.0,43.81,38.59,57.4
4429,2021-01-30,3.7,12222,42.28,-15.0,15.54,42.82
4430,2020-05-13,8.9,43185,7.28,750.0,-1.19,756.09
4431,2023-11-13,11.1,202374,54.48,56.28,8.24,119.0
4432,2023-01-28,13.1,4217,-12.74,-15.0,-5.0,-32.74
4433,2023-09-11,13.7,41219,-25.0,26.97,101.66,103.63
4434,2021-08-31,9.0,2157,32.82,-15.0,250.0,267.82
4435,2023-10-21,11.2,537,20.2,-13.47,-5.0,1.74
4436,2019-03-23,11.3,239544,-25.0,170.85,-5.0,140.85
4437,2020-08-26,8.8,2947,-25.0,13.99,-5.0,-16.01
4438,2023-09-07,4.8,25824,49.44,-15.0,17.93,52.36
4439,2023-11-10,10.6,6284,-5.23,108.51,-5.0,98.29
4440,2021-02-10,12.7,25289,2.89,-15.0,74.55,62.44
4441,2021-06-21,4.0,6425,-25.0,-15.0,-4.01,-44.01
4442,2019-12-31,9.6,5428,-5.33,65.35,-5.0,55.02
4443,2019-06-12,7.0,3198,-25.0,-15.0,-5.0,-45.0
4444,2021-12-07,9.0,1245,14.64,-1.89,-5.0,7.75
4445,2020-05-25,6.7,1291,-25.0,-1.65,5.03,-21.62
4446,2022-09-14,9.3,11931,-25.0,66.17,-5.0,36.17
4447,2019-04-26,10.6,3062,18.13,-2.07,-5.0,11.06
4448,2021-07-29,6.4,6631,-25.0,31.43,9.79,16.22
4449,2019-12-03,7.1,34758,6.03,5.31,1.84,13.18
4450,2021-05-30,6.9,146821,-25.0,40.96,-5.0,10.96
4451,2021-01-06,12.0,3273,14.15,750.0,-0.16,763.98
4452,2021-04-19,12.6,2725,11.56,27.47,10.16,49.19
4453,2019-05-27,3.2,17527,21.88,225.86,8.22,255.96
4454,2023-05-18,8.8,689,14.95,-2.56,6.54,18.93
4455,2022-09-08,7.8,17807,32.96,-15.0,43.47,61.43
4456,2020-03-18,6.4,7436,-14.04,2.77,8.27,-3.01
4457,2021-04-16,10.2,3563,-6.38,-15.0,-5.0,-26.38
4458,2021-11-02,8.0,12844,39.45,28.85,9.36,77.65
4459,2021-07-31,12.6,8380,-25.0,50.14,-5.0,20.14
4460,2023-02-26,9.1,1364,-11.48,642.05,-5.0,625.56
4461,2023-09-21,5.6,27674,69.66,-15.0,1.87,56.53
4462,2019-10-14,7.7,5022,-25.0,61.94,-5.0,31.94
4463,2020-12-20,6.1,776,129.4,-15.0,-5.0,109.4
4464,2022-02-11,12.7,3188,-14.07,-8.9,-1.83,-24.8
4465,2020-04-24,9.1,1295,20.27,-15.0,-5.0,0.27
4466,2019-01-22,10.9,5668,-25.0,-12.96,-5.0,-42.96
4467,2022-10-04,4.1,4905,55.18,-3.87,8.27,59.58
4468,2023-10-16,7.6,385,-5.64,196.21,-5.0,185.57
4469,2020-11-13,6.4,1981,74.95,182.89,-5.0,252.84
4470,2023-05-09,4.9,19035,408.05,48.68,-5.0,451.73
4471,2021-06-24,7.8,2385,86.12,-15.0,-5.0,66.12
4472,2019-11-16,7.6,5574,118.37,750.0,250.0,1118.37
4473,2019-05-06,5.4,5597,-10.15,-15.0,47.09,21.95
4474,2019-10-04,8.5,1191,0.64,-15.0,-5.0,-19.36
4475,2022-05-12,10.2,3409,-14.59,-15.0,4.64,-24.95
4476,2019-07-13,11.2,16574,-20.05,-15.0,-3.44,-38.49
4477,2023-09-01,6.4,2263,-25.0,15.35,-3.79,-13.44
4478,2023-08-15,8.4,372,-21.6,-15.0,21.38,-15.22
4479,2023-04-20,4.9,21161,-25.0,157.86,-2.05,130.81
4480,2020-11-26,3.8,3621,-25.0,149.96,-2.75,122.21
4481,2022-08-02,7.3,3487,22.16,-3.33,15.62,34.45
4482,2019-02-26,6.0,11837,-18.52,24.97,22.45,28.91
4483,2023-10-24,2.5,11127,23.07,-15.0,11.27,19.34
4484,2022-08-19,10.1,12507,-24.47,-15.0,-5.0,-44.47
4485,2022-04-01,7.5,7980,121.88,-15.0,8.22,115.1
4486,2019-01-19,9.1,1892,-25.0,-15.0,10.49,-29.51
4487,2022-10-25,9.6,3249,-17.75,-15.0,5.02,-27.72
4488,2019-09-21,14.3,6001,-25.0,42.2,-2.98,14.22
4489,2021-03-04,9.0,15651,111.36,14.06,12.62,138.05
4490,2019-04-23,7.7,46040,41.88,90.92,-3.8,129.0
4491,2023-02-20,7.0,1901,-25.0,-15.0,-0.13,-40.13
4492,2022-09-12,9.2,4215,61.93,-15.0,-5.0,41.93
4493,2020-06-25,4.1,3232,-25.0,-15.0,8.85,-31.15
4494,2020-10-08,3.8,22234,43.33,18.76,6.96,69.05
4495,2020-08-01,9.1,2613,139.51,39.83,1.32,180.67
4496,2021-12-24,7.6,1138,46.38,114.34,-3.67,157.06
4497,2022-08-08,8.1,1334,-3.22,67.72,7.27,71.77
4498,2019-01-25,4.9,3446,-25.0,15.21,-5.0,-14.79
4499,2023-04-22,12.4,4871,14.75,-13.57,-5.0,-3.82
4500,2019-01-01,2.3,199,3.48,77.85,-5.0,76.33
4501,2021-06-29,8.9,2479,6.08,-15.0,7.38,-1.54
4502,2023-04-22,5.6,2818,-25.0,-15.0,16.65,-23.35
4503,2019-05-21,5.2,14001,83.99,-15.0,-5.0,63.99
4504,2023-11-03,16.0,5174,682.34,0.5,-5.0,677.84
4505,2020-10-09,6.6,17752,17.74,-15.0,-5.0,-2.26
4506,2019-07-07,8.1,4235,-25.0,16.41,-5.0,-13.59
4507,2022-02-25,10.5,4379,26.1,750.0,-0.59,775.51
4508,2019-07-20,11.1,55300,-25.0,49.84,16.46,41.3
4509,2022-02-24,12.2,11599,-7.55,72.18,1.41,66.04
4510,2019-09-14,6.2,25306,-25.0,-15.0,-5.0,-45.0
4511,2023-08-27,12.6,369090,25.97,-15.0,71.93,82.9
4512,2020-06-30,5.9,403,-25.0,-15.0,5.14,-34.86
4513,2019-07-13,8.2,8929,130.81,9.3,21.65,161.76
4514,2020-12-03,8.0,14846,-12.95,41.19,-3.44,24.8
4515,2022-02-01,8.8,22364,43.09,-1.96,-5.0,36.13
4516,2023-04-08,5.3,3049,2.17,408.38,7.66,418.21
4517,2022-07-12,8.4,7671,200.71,-15.0,-2.21,183.5
4518,2021-03-12,9.6,55534,23.25,-15.0,3.87,12.12
4519,2021-07-30,6.4,5316,65.0,79.1,-5.0,139.09
4520,2022-11-08,6.3,11253,-25.0,-3.6,-1.17,-29.77
4521,2022-07-07,7.8,2501,-12.41,-15.0,-5.0,-32.41
4522,2020-02-18,7.2,975,-3.72,-11.75,-5.0,-20.47
4523,2022-10-13,11.8,4704,134.97,-15.0,-5.0,114.97
4524,2022-01-03,9.0,2753,-10.96,-15.0,27.23,1.27
4525,2022-10-10,10.5,20604,0.22,24.17,-5.0,19.39
4526,2023-05-27,8.5,4750,-25.0,-15.0,-1.46,-41.46
4527,2023-11-30,9.5,62543,549.58,-6.59,14.94,557.93
4528,2021-06-28,13.6,452,-25.0,39.82,-5.0,9.82
4529,2019-07-07,9.9,2169,317.62,-15.0,-5.0,297.62
